,Ulasan,label
719,kabel lumayan cuman kurang cocok ap outdoor,0
720,murah lah jangan kedekut kasih dus buat packing nya jadi barang ga ancur macam nih,0
721,paking ga pake babelwraap barang ga sesuai pesan ada 1 dus genius isi logitec wrna ga sesuai parah jadi ragu ori bukan barang ga sesuai deskripsi,0
722,paket terima packing ala kadar,0
723,kirim ga sesuai sen warna biru kirim warna putih kecewa - -,0
724,cepet rusak analog jadi skrg pake yg normal lagi kurang bagus,0
725,barang sampai respon cpat lumayan gan,0
726,barang rusak jual kipas kaga muter,0
727,barang pecah sampai,0
728,sangat recommend sesuai gambar kualitas sangat rendah kipas mau copot waktu barang nya patah jual ada respon sama sekali,0
729,jelek bagus ,0
730,baru dipake hari udh rusak,0
731,barang beda respons jual cukup bagus,0
732,barang sesuai deskripsi kenapa waktu pakai langsung rusak ya kayak ga kuat tenaga nya klo 10 meter klo pakai pendek jalan,0
733,barang pakai gak merek gak quality check slot usm female gak bisa buat dimasukin usb male  seller gak gentle karna request cancel saja kirim ,0
734,beda gambar produk yg pajang merk amp bungkus yg gambar lebih kokoh kuat merk juga ini beda polos banget usb lama kedeteknya pc kedetek lama buka padahal dimasukin slot usb 3 0 pakai modem jg putus2 arus seperti panjang walaupun pake kuat kalo seller respon cepat rekomen ed cuma kendala kurir kirim saja,0
735,maaf gan bintang cuma 2 ketika pasang laptop saya gambar hasil usb hdmi resolusi malah turun,0
736,mkc y ,0
737,mantap soul deh seller ini barang rusak kirim sy retur untung uang kembali nunggu lama g masalah dah,0
738,kalau toko mau nilai baik ikan layan baik buat beli saya kecewa dia bagi antena bagi patah parah peking kurang bagus dus penyok,0
739,-pesan 2 satu oke satu mal fungsi tidak fungsi mau komplen retur ongkir bolak balik 18rb mending beli baru deh lain toko padahal kasih catat cek belum - masalah kirim pakai gojek instan proses sebentar langsung kirim -tolong qc lebih perhati lagi -mereknya bukan m-tech di gambar nisuta haduh parah deh,0
740,kecewa sekali barang baru terima udah remuk,0
741,sen m-tech datang merk nisua ampuuuun,0
742,barang kirim sesuai yang pes,0
743,barang dengan selamat entah rusak kurir dari jual 1 bagi stick patah tidak fungsi kecewa gan ,0
744,speakernya stereo alias mono,0
745,barang nya jne salah mungkin gara lempar apa jadi gak di pakai,0
746,fungsi baik bisa mouse,0
747,isi product ga sesuai gambar pesan,0
748,produk fungsi tidak jangkau wifi hanya jarak 100m saja saya kecewa,0
749,barang cepat kok bisa guna yaa,0
750,walaupun barang ente kirim rusak layan ente muas bintang 6 saya ikan toko not rekomen ed kapok dah belanja toko ini,0
751,barang sesuai kirim masalah mustinya gran cepet jadi nunda 3 hari,0
752,okokokokololokokokok,0
753,kualitas produk sangat buruk baru 4 hari pakai tidak fungsi,0
754,kualitas ga bagus bsa poe router cma kedip2 aja yaaa sesuai sih sama harga,0
755,fungsi,0
756,pakai jarak kira2 12 meter tambah atas bawah 7 meter kabel pas banget panjang padahal sengaja pilih yg 30 meter takut kalau pilih yg 20 ter terlalu ketat simpul panjang kabel jujur bukan 30 meter,0
757,panjang asli 25m bukan 30m,0
758,pesan yg 30m barang datang ukur 20m,0
759,jual laku pengechekan produk baik barang sampai rusak  moga ulang kwmbali moga sukses,0
760,kirim hari nympe 3 hari ga sesuai bikin khawatir aja,0
761,sesuai deskripsi saya terima 24m kurang,0
762,fungsi barang jelek toko jg tukang tipu beli 3 kirim 1,0
763,kaya kasi barang bekas pakai,0
764,kirim saya bukan sesuai fa180pm111 untung mas di pake di laptop saya,0
765,barang baru 24 hari udah mledak ngeriii,0
766,spec barang yg datang sesuai gambar 68 series 4300 mah battery yg terima 68 series kapasitas 1910 mah mohon respon nya kak after 3 days of no reliable response ---please update gambar amp deskripsi sesuai stock---,0
767,ga kepake jelek  rusak,0
768,payahh 1 bulan udah rusak,0
769,relatif cepat ada baik check qualitas barang kirim cz baru d pake kabel konslet,0
770,ancurrrr kasih barang bekas udah gitu rusak pula payah kalau korporatif kecewa sangat ,0
771,produk sesuai deskripsi tera keyboard toskhiba satellite c640 saya pesan tombol caplock fungsi,0
772,barang beda bawa laptop,0
773,beli barang ga bs pake gilir minta uang minta potong ongkir drpd ga dibalikin mau gamau ngikutin,0
774,amp jaksjsksmnbgb amp amp,0
775,kirim pertama masalah baterai kembung g pasang retur kirim dua fisik bagus baterai bisa pakai di charge penuh charger cabut laptop langsung mati sudah konfirmasi terima sedang upaya proses klaim garansi rating diupdate nanti ulas sifat sementara diupdate ada solusi terima kasih as komputer,0
776,battery nya detect not support saran,0
777,bintang 2 dulu krn barang rusak mau retur nunggu rules seller,0
778,barang kw jual mau tanggung jawab,0
779,kata garansi 30hari pas mintavalamatnya utk retur sulit,0
780,khusus yg yg kirim kualitas barang jelek beberapa tombol lepas g pasang lagi,0
781,barang sampai di pakai nyata 10 tombol yg rusak tidak merespon  masuk tombol space ,0
782,mas yg huruf w s x gk mas,0
783,tombol banyak yg macet bos lain kali tlng cek dulu,0
784,produk compatibel acer sy,0
785,bagus kirim coba lebih aja boss ongkir 3x di tanggung beli mmg berat,0
786,kualitas kurang bagus belum bulan batre nya drop hingg kapasitas sisa bisa charge cuma 75 dari original max nya di chat minta garansi pernah balas maaf review begini anda tidak pernah respon,0
787,kwalitas baterai kurang bagus 1 bulan kondisi tinggal 80,0
788,nyata baru bulan pakai baterai rusak tidak baca macbook belum sering banget ngedrop jauh,0
789,sangat kecewa barang di terima sesuai foto pajang lapak foto nomor 1 barang pajang sedang foto nomor 2 barang saya terima mohon maaf atas tidak nyaman ulas ini moga depan jadi lebih baik jadi ajar kita semua,0
790,hdd pernah pakai kurang lebih 3 tahun padahal deskripsi tulis baru,0
791,order bareng charger laptop kirim cuma charger saja hardisk kirim konfirmasi belum harus kalau stok kosong info dong biar nyari tempat jadi gak rugi waktu untung dana kembali lagi trima kasih tokopedia buat seller kali yang teliti ya,0
792,packing barang rapi chat jual cepat kirim sangat lambat sesuai pesan order minggu pakai same day go send nyampenya hari kamis malam jne tanpa konfirmasi barang sedang test harap kualitas barang lebih kualitas kirim toko,0
793,order batre sony vaio mbulet layan aftersale buruk pake tragedi salah barang yang kirim,0
794,gan baterai nya kok ga deteksi di sony vaio saya kalo seri sama tp ga kedetek gan mohon info tks,0
795,maaf gan kok gk sesuai sama gambar foto yg deskripsi ya gmn nh gan,0
796,barang kirim ada backlit sesuai deskripsi,0
797,bulan pertama sih puas meski satu key kok rasa ga smooth keyboard bawa yg rusak kira bulan tengah masa beli baru muncul errornya beberapa tombol tidak jalan mesti dan seperti memang harus beli keyboard asli bawa thinkpad,0
798,produk ssuai gambar trus ad bagi yg sdh cacat d charge sbntar adaptor sdh panas lebih thx,0
799,barang yg terima sesuai,0
800,barang yg kirim output voltage nya 19v - 1 58a gak sesuai apa yg di deskripsi output voltage nya 19 5v - 2 05a,0
801,lama kalo buat ngecas cuma lumayan lah pada ga ada,0
802,kirim cepat packing bagus sayang kedetect ama lenovo not genuine saya apes kali terima kasih,0
803,produk rusak guna komplain jual trus suruh tukar batre kirim jual jual merespon lagi kecewa,0
804,ghkljhvghhjjjkmlmbhhuuiookhgffddderyhhhjjjjkkk,0
805,barang nya gak cocok sama asus x45a mouse gerak sendiri tidak di pakai,0
806,barang sesuai sayang rusak gak pakai,0
807,produk pernah terima terang toko sudah dipickup tipu toko komunikatif customernya,0
808,baru pakai 10 menit charger panas banget bantu retur apa gimana  waktu beli tanya kata original,0
809,mes beli barang ini dapat konfirmasi jual charger dapat guna utk mencharge laptop asus zen book flip saya nyata nya bisa,0
810,barang bagus kurang sesuai acer e5-476g saya paksa lcd nya masalah,0
811,yg hitam sesuai tpi gk tau ori apa ngak yg colour seperti ngak,0
812,catridge-nya bisa guna printer hp deskjet-4515 muncul error incompatible catridge the indicated catridges are not intended for use inthis printer mohon bantu,0
813,pesan nyampenya lama,0
814,pak tinta nya palsu pak diblg comp counterfeit product hasil tinta kecewa tlg cek lg produk nya pak,0
815,tahun catridgenya uda expayer 03 2017 antar sangat lama  kasi jelas gan tahun nya biar tau,0
816,parah dah minta 34 kasih 31,0
817,baju sangat pendek ukur baju koko padahal lebar ukur xl,0
818,aku gajadi beli yaa soal stok kosong,0
819,kecil ga sesuai standart ukur nya,0
820,produk saya kasi 2 bintang krna celana sesuai yg foto celanax pendek bawa lutut sisa ,0
821,kecewa ga sesuai gambar  ga strip  ukur udah pas,0
822,barang bagus sih cuma bau sekali harus cuci dulu sblum pakai v,0
823,kasih 2 bintang ya lain kali perhati barang yg pajang judul apa judul barang cantum warna jadi terang beli tidak cantum warna lagi cuma ukur untung juga males ribet kembali minta tukar,0
824,x saya kecewe gak di pakai kecil mbranjang,0
825,barang terima kondisi baik tapi sesuai saya dipoto make orang dewasa asli kecil bgt buat anak bayi cocok,0
826,sesuai pesan respon lambat sangat rekomend toko disuru retur alas tokopedia ganti ongkir sejak kapan tokopedia ganti ongkos kirim,0
827,tingkat respons cepat minta kirim gojek same day malah sampe nya besok,0
828,barang kirim sesuai gambar warna nya kusam,0
829,nyata bahan gk bs melar jd wlwpun bebas size tetap gk muat wlw udh ukur akhir,0
830,jahit kurang bagus celah besar khawatir pakai 1x robek celana,0
831,barang kurang bagus tdk sama picture,0
832,bahan nya tipis panas kurang enak dipake,0
833,bagi kantong belah kiri robek ,0
834,ukur kecil kalau normal pakai ukur l sini ukur sangat kecil l,0
835,brang udh smpek trma ksih gan,0
836,barang ny pecah sama mta ganti,0
837,ooooooookkkkkkkkkkkk,0
838,yaaa begitu harga sesuai kwalita barang,0
839,jadi susah nekuk dengkul overall bagus moga usaha lancar,0
840,barang udah sampai yg dateng beda warna yg foto,0
841,mes deker kaki lihat foto merk remora pas pakai yang satu bisa naik karen terlalu kecil nyata ukur m relatif memang punya yang remora maka ukur remora guna acu jual memberitahu ukur m dua barang sama perlu mberitahukan beli beli decker bisa tukar sehingga waktu beli timbang sebut jadi bukan sepenuh salah dan jual punya wajib moral jaga hubung customers,0
842,informasi kirim sesuai,0
843,deker nya kecil tukar gan ,0
844,barang kirim sesuai seng gambar trima,0
845,terima kasih barang sampai tuju walaupun lama banget,0
846,terima kasih gan barang udah nyampe kondisi bagus lama sekali nunggunya gan,0
847,bola keras ya bagus la harga segitu,0
848,size bola kecil kata size 7 nyata barang yg datang size 6 harga masuk akal,0
849,bahanna tipis cepet sobek ,0
850,catat jual berat 6 kg harap net lumayan bagus nyata cuma 4kg arti bahan tipis jaring tipis jual 850 rb pen jual kwalitas sama tokopedia 550 rb,0
851,respon jual cepat barang juga cepat kualitas barang sesuai deskripsi net pasang kunci langsung putus,0
852,ko ko ok ok ok bu k ok,0
853,kirim cepat kualitas kurang,0
854,terima pesan tkyuuu,0
855,makasih barang saya terima ,0
856,bagusss visuall cuma quality nya ,0
857,barang cepat sampai packing aman rapih product ada cacat,0
858,ikat ujung kurang kuat baru dpake bbrp kali lepas,0
859,cepat respon  bagus job,0
860,barang terima baik maaf reviewnya telat,0
861,kualitas kurang bagi retas,0
862,barang nya gak ori bro soal ane bandingin tetangga yg ori tks sdh barang nya,0
863,sesuai gambar sayang matras licin klo buat yoga,0
864,barang sdh ditrima terima kasih  matras licin,0
865,paket udah terima terimakasih,0
866,barang bagus respon lama,0
867,barang nya bagus tidak kecewa,0
868,thanks sis paket sampai,0
869,sip,0
870,2 pasang beda yg 1 pasang bagus yg 1 pasang jelek plastik lap putar goyang,0
871,barang sampaaaai,0
872,begitu  ,0
873,standart banget yg boss waduh,0
874,barang beda sama di pesan blinya tpi datang beda kali kalok gak sama d pesan foto d hapus aja itu foto lama d pajang bikin kecewa aja,0
875,sesuai gambar  kw apa  rupa sama  tap beda sama yg dlu pernah beli  versi 2015 nya  blm coba  mdah mdhan z kecewa pas udah pake  thankq,0
876,barang udah d terima tingal nyoba,0
877,kira punchinf pad gde tp g papa makas,0
878,barang banyak gores jadi pikir barang bekas yg d jual lgi,0
879,busa biasa balik sesal bel foto kurang lengkap,0
880,antar cepat cuman barang udah lengket bgain biru kuning,0
881,barang sesuai pesan barang ori,0
882,bahan beda kali lebih konsisten,0
883,kirain bagus ya sesuai harga murah,0
884,4 biji penyok semua sayang bgt,0
885,kualitas barangnys kurang bagus,0
886,barang oke kualitas bagus punya nambun ada cara maka,0
887,kemas produk penyok semua walaupun produk dalam aman tapi sangat kecewa jasa kirim jne sangat lamaaaa padahal produk ada senin tp hari kamis baru antar padahal jarak kantor jne dng alamat yg tuju butuh 5 menit sepeda sangat kecewa jasa kirim,0
888,antar bagus cuman bikin rubber bat tambah rusak kw,0
889,kira harga lebih mahal jamin bagus trnyata packingnya gak rapih bungkus cuma pake kardus ada,0
890,tunggu lumayan lelah ,0
891,kirim sesuai waktu tp barang sesuai bintang aja deh,0
892,bahan ny bagus mudah melar,0
893,gk panjang yg gambar,0
894,kualitas karet sangat tipis pantul bola kayu bet dengar keras,0
895,barang sesuai yg harap,0
896,paket terima ad sedikit cacat bagi gagang disebabkn bungkus pecah yg gk ad masalah terimakasih mudh2an usaha makin laris lancar layan makin baik,0
897,gambar pic warna coklat koq kasih warna hitam,0
898,kaca tetap embun buat kaca jd kotor,0
899,yg beli mau cepat jgn toko deh masa aku minta kirim k surabaya sampenya 4 hari padahal aku kirm dr jakarta alamat yg sama lebih vepat nyampeknya,0
900,baran sesuai deskripsi terima dlm kondisi ok cuma sayan baru pakai hari sdh robek kualitas sesuai harga,0
901,tdk sesuai ekspektasi engirimannya lama,0
902,barang terima baik mudah berkah manfaat,0
903,barang susah sampaaaaaai,0
904,alhamdullilah pesan tanggal 16 nyampe tanggal 21 lama,0
905,bos ente bilang donic itu kaga tulis donic karet d bungkus nya,0
906,kirim cepat barang beli sesuai unuran jual meresponse baik tapi produk bisa tukar kecil,0
907,ukur 10oz tp kecil bngt pas d pakai bau nya bikib ga nyaman nempel tangan kecewa,0
908,kondisi barang terlalu persis gambar jahit kurang rapi takut pakai sekali sobek,0
909,barang sesuai tpi proses lambat,0
910,less responsibility when complaint,0
911,respon jual lama sekali  produk sesuai gambar kualitas cukup sesuai harga,0
912,kualitas barang kurang bagus,0
913,cuma sekali pakai dah rusak,0
914,barang nyata jelek penyok muas,0
915,steamer kualitas jelek baru baru timer udah rusak ga merek,0
916,parah biar allah yg bales,0
917,pengirimannnnn sangat lambatttttttttt,0
918,jual kirim lengkap produk sesuai yg tera kemas,0
919,barang yg mau lindung kirim ini,0
920,gak tutup ukur gak pas,0
921,jual krg peduli barang jelek barang yg kirim peyot pegang pecah beli minta transfer ongkir ganti produk yg ganti jg peyot pegang pecah jangan pernah beli toko lagi guys,0
922,layan kurang sigap berhari2 dr nanya baik smpe kesel br kasi resi itu ga valid krn ganti kirim br info stlh barang kirim untung aja sampai walaupun jelas bgt pake huruf besar minta warna kuning hijau stabilo kirim merah ga muas lah pokok pdhl udh beli mahal,0
923,barang yg kirim tsk sesuai wrn kl memang dr awal wrn ready gak order 2 unit part kurang skrg blm nyampe kata sdh kirim hubung lewat wa respon baik balas pesan yg akhir hp tera tell kata bukan yg layanin lewat toped minta no hp di sms lama 2x telp amp telp yg dua gak sopan sekali saya blm selesai ngomong sdh dimatiin telpnya parahhh,0
924,pihak jual beri respon buruk beli pihak jual laku periksa barang order barang kirim komplain segera laku periksa malah minta beli terima barang ada telah komplain keras baru aku salah janji kembali selisih harga barang order barang kirim sudah hampir 1 minggu dana tetap kembali mohon pihak jual segera laku wajib terimakasih,0
925,barang sesuai pesan cepat,1
926,barang bagus harga murah,1
927,paket rapi mantap cepat sampe tuju,1
928,saya puas barang,1
929,responya luar biasa b mantap,1
930,seller top kirim cepat barang oke,1
931,kirim cepat seller top,1
932,produk sesuai spec web respon seller sangat cepat thankyou,1
933,respon super cepat kirim cepat barang bagus sesuai deskripsi jual thx gan,1
934,barang mantap layan cepat,1
935,sippp sesuai pic dscrbs cuma coba,1
936,sayang produk yg datang paking kurang rapi buka n isi hambur saran klo kirim isi paku tembak ini beri lakban dulu kemas paku baru gabung kan yg supaya cecer kualitas barang per bagus saya coba terima kasih,1
937,barang sesuai deskripsi respon proses cepat terima kasih,1
938,bagus ,1
939,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,1
940,josss pokok e buat langgan,1
941,fungsi baik normal,1
942,cara beri nilai reputasi jual untuk beri nilai reputasi jual dapat laku langkah ikut ini,1
943,barang sesuai deskripsi kirim cepat gak pake lama barang bagus mantap dahh pokok terima kasih gan,1
944,sesuai deskripsi,1
945,bagus packing aman pake bublewrap ndak yang patah,1
946,barang sesuai deskripsi,1
947,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,1
948,barang sampai sesuai pesan ,1
949,thanksssssssssssssss,1
950,barang bagus sesuai info cepat response,1
951,barang ok rim cepet,1
952,barang sy terima gan thanks,1
953,paket terima baik terima kasih,1
954,barang bagus ga kecewa kurang banyak order dah,1
955,barang di terima terima kasih ,1
956,barang terima ,1
957,sip udah sampe beberapa menit yg lalu oke sesuai pesan gambar trimakasih kerjasamanya,1
958,sesuai deskripsi barang,1
959,produk sesuai pesan tp blm dcoba,1
960,proses cepat mantap,1
961,sesuai deskripsi barang,1
962,bagus sesuai deskripsi thnks,1
963,produk sesuai gambar deskripsi produk bagus harga jg bagus rekomen produk,1
964,seller is bagus  produk mantap 5 stars,1
965,produk bagus sesuai deskripsi packing rapi kirim cepat kurir yg telat thanks,1
966,mahmurah mantap barang sdh sampe terima kasih sukses selalu,1
967,produk terima utuh segel moga awet,1
968,sesuai order kirim cepat respon cepat,1
969,respon proses dr jual cepat barang sdh terima stlh 2 hari kualitas barang bagus rekomen seller thanks,1
970,mantap sesuai deskripsi trimakasih moga barokah jual,1
971,makasih gan barang sesuai,1
972,kirim cepat cepat respon barang sesuai terima kasih,1
973,produk bagus kualitas fungsi baik,1
974,barang terima baik amp lengkap,1
975,great product amp great seller,1
976,steplesnya sedikit lebih kecil staples khusu mollar tembak keluar 2 jadi tumpuk keluar rekomennya sih mending cari isi khusus mollar jk staples merk mollar,1
977,sesuai pesan,1
978,produk fungsi baik,1
979,produk sesuai deskripsi belum coba,1
980,barang sesuai skripsi layan cepat,1
981,terima terima kasih,1
982,terima baik bisa pakai,1
983,packing rapi respon cepat rekomen ,1
984,barang terima baik thx,1
985,barang bagus kualitas sesuai harga,1
986,terima kasih,1
987,kirim sangat cepat barang sesuai iklan fungsi baik ,1
988,kwalitas bagus sesuai yang tawar respons cepat,1
989,sesuai yg harap terimakasih,1
990,barang bagus layan toko semua sangat muas rekomen ,1
991,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa,1
992,produk sesuai deskripsi packing rapi rekomended,1
993,lah sesuai denggan harga,1
994,bukan merk kenmaster nyata,1
995,terimakasih barang sampai,1
996,bagus kirim cukup cepat,1
997,siiiiiiiippppppppp,1
998,barang udh sampe mksh,1
999,terimakasih barang udah sampai,1
1000,cepat respon terbaiks,1
1001,makasih barang sampai,1
1002,bagus top kirim cepat,1
1003,thanksss,1
1004,merk beda gpp yg penting ukrn sama,1
1005,lihat bintang aja dahhhhh,1
1006,bagus  ,1
1007,barang terima ukur sesuai deskripsi merek beda kirim tidak masalah yang penting fungsi baik,1
1008,barang sampai tks,1
1009,bagus terimakasih ,1
1010,barang samapai gan bagus,1
1011,mantafff sangat sesuai,1
1012,barang terima baik,1
1013,kirim cepat kemas bagus,1
1014,sesuai minta cepat respon,1
1015,matab bagus sesuai minta,1
1016,barang lumayan kuat bagus,1
1017,sampai murah riah,1
1018,di terima bos packing bagus aman,1
1019,makasih barang sesuai gambar,1
1020,langsung pakai mantap thanks maaf baru kasi testi,1
1021,harga murah tp isi lumayan banyak n kuat pesan kmrn hr nyampe terima kasih toko besi timur jaya tokopedia n wahana,1
1022,ok,1
1023,terimakasih barang sdh terima,1
1024,unit nya sampai thanks,1
1025,barang sampai terima kasih,1
1026,ga nyampe jam dr mulai transaksi udah nyampe rumah mksh,1
1027,bagus cepat packing aman,1
1028,barang sangat bagus sesuai skripsi,1
1029,mantap dengan aman gan,1
1030,barang udah nyampe om makasihhhhh,1
1031,rekomen ed,1
1032,barang sesuai kirim cepat,1
1033,mantab cepat respone tx u,1
1034,barang bagus packing cukup kurir ramah,1
1035,mantapppp banget ,1
1036,produk sesuai bagus thanks,1
1037,terima kasih moga manfaat,1
1038,barang sesuai gambar terima kondisi baik,1
1039,trmksih banyak juragan atas kerjasamanya,1
1040,keren produk nya mantaps,1
1041,barang sesuai syn gambar,1
1042,barang bagus packing rapi pokok top bgt,1
1043,ok    ,1
1044,sesuai apa yg jelas detail produk,1
1045,barang cepat sampai belum coba besok coba dulu ya baru testi lagi thx,1
1046,cepat respon barang sesuai di gambar,1
1047,barang bagus kirim cepat rekomen ed,1
1048,barang dah nyampek trimakasih,1
1049,barang terima baik sesuai,1
1050,cepet respon a sen pagi siang udh sampe,1
1051,mantab cepat sekali kirim pesan pagi siang udah dteng barang jg bagus thx,1
1052,terima kasih ssssss,1
1053,barang bagus kirim cepat ,1
1054,terima respon cepat,1
1055,terimakasih gan barang cepat dan sesuai yang orde,1
1056,layan muas gan,1
1057,barang sampai tuju cepat gan mkash,1
1058,recsell,1
1059,keren bagus sangat guna sekali,1
1060,barang sesuai gambar packing rapihlah kirim standar harga jangkau terima kasih,1
1061,coba klo nanti bintang nya tambah,1
1062,rekomen ed seller moga awet,1
1063,barang oke terima kasih,1
1064,barang bagus fungsi baik,1
1065,barang datang tepat waktu,1
1066,barang terima baik kirim yg cepat terima kasih,1
1067,mantap gun tackernya gan,1
1068,gooooooooooooooooooood,1
1069,seller merespon cepat proses kirim juga cepat barang dipacking rapi kualitas baru bnib stapler gun masuk isi ada 3 jenis ukur,1
1070,sesuai deskripsi lumayan lah buat pertama kali,1
1071,,1
1072,barang dah sampe cepat rapi respon jual baik,1
1073,barang terima kondisi bagus di test terimakasih,1
1074,produk bagus respon cepat,1
1075,terima kasih seller barang baru sampai tapi kurang teliti mohon d baik lg supaya gak tukar no resi yg lain,1
1076,mantap rekomen seller barang bagus,1
1077,barang sesuai deskripsi kirim cepat terima kasih ,1
1078,delivery cepat packing rapih produk sesuai deskripsi gambar terima kasih gan,1
1079,barang sampai langsung coba n lancar jaya thanks seller,1
1080,mantaps brng sesuai cepat responnya,1
1081,barang sesuai gambar respon jual cepat,1
1082,barang terima sesuai spek,1
1083,barang tiba sesuai gambar,1
1084,barang di terima thank u,1
1085,terimakasih gan barang sampai,1
1086,barang sudaj gan tks,1
1087,respon cepat kirim cepat tes kualitas barang ok terima kasih,1
1088,terimakasihhhhhhh,1
1089,barang sdh dterima baik trima kasih,1
1090,barang di terima bagus packing rapih makasih layan nya,1
1091,barang sampai bahan kokoh sptnya udah tes kayu nempel kuat untung dapet bonus isi nya terima kasih gan,1
1092,packing sangat rapih barang sesuai yg pes,1
1093,mantap ajib top joss,1
1094,kirim amp packaging bagus sesuai foto amp deskripsi staple gun berat dipake,1
1095,oke sesuai pesan,1
1096,makasih gan barang sesuai ,1
1097,barang bagus kalau beli isi kira2 toko atk yang jual nda ya,1
1098,terima kasih yaaa baran sdh,1
1099,barang sesuai walaupun di coba makasih tokopedia,1
1100,packing bagus barang sesuai skripsi,1
1101,mantab cepat respon,1
1102,barang sampai tak coba,1
1103,baguuuus sesuai deskripsi gambar coba sih moga g masalah,1
1104,produk kerja baik amp kuat,1
1105,bagusbanget,1
1106,terimakasih barang sampai,1
1107,puas pis cepet pis,1
1108,barang bagus sesuai deskripsi packing rapi kirim cepat moga tambah sukses gan tks,1
1109,kirim sampe makasih,1
1110,barang sesuai pesan,1
1111,barang sdh dengan cepat sdh coba hasil ok sukses terus boss,1
1112,sesuai gambar tp blm coba moga muas thanks,1
1113,barang kurang bagus atom gak masuk semua,1
1114,sangat cepat responnya bagus job thanks,1
1115,saya terima dlm ada baik terima kasih,1
1116,terima kasih thank you danke gracias kittos syukron,1
1117,barang sesuai gambar layan oke,1
1118,barang sdh sampai,1
1119,barang di terima baik,1
1120,barang sesuai gambar kemas baik kirim cepat terima kasih,1
1121,barang sesuai deskripsi cuma lambat kirim moga berkah,1
1122,sesuai deskripsi foto sangat cocok yg baru ajar rekomendasi toko rumah baju belanja sini komitmen bicara dichat bayar barang langsung proses kirim hari juga untuk kirim guna pos indonesia sesuai waktu kirim yg saya pilih sy puas layan kalian,1
1123,bagus product mantab jaya rekomen ed seller,1
1124,produk mantab layan cepat terimakasih,1
1125,barang sesuai deskripsi paking baik kasih lakban biar aman punya paku cecer dimana2 kotak robek,1
1126,barang sesuai deskripsi bagus moga awet thx,1
1127,packing baik rekomen seller barang sesuai pesan,1
1128,bagus nanti pesan di toko,1
1129,mantap gan bagus,1
1130,mau review utk packaging produk jual pertama packaging sangat rapi pakai double bubble balut karton tebal dua produk sangat kualitas tinggi harga standar kualitas juara tajam ujung mata paku sangat tajam hingga mudah paku tembus tiga jual sangat sangat ramah baru kali pertama layan sangat puas pertama saya beli barang ancur parah pihak ekspedisi saya langsung komplain coba utk diskusi dengan jual hasil sangat muas jual siap utk kirim ulang bawa barang yg rusak itu saya jamin alam pribadi kalo toko berani saing sisi harga dan sangat rekomen seller,1
1131,respon kirim cepat barang oke bagus seller,1
1132,kirim cepat packing rapi barang sesuai deskripsi,1
1133,bagus bagus bagusksksnsnjsjjsksmmsms,1
1134,respon kirim cepat barang bagus,1
1135,selamat tuju barang fungsi normal isi paket lengkap,1
1136,rekomen ed seller respon cepat packing mantap barang pesan buble wrap josss,1
1137,produk ok,1
1138,kualitas okey makasih gan semua barang aman sesuai deskripsi,1
1139,mantab joos kendala jg sangat cepat packingnya aman kemas produk mulus top pkoknya sukses selalu,1
1140,barang sesuai deskripsi kirim cepat gak pake lama barang bagus mantap dahh pokok terima kasih gan,1
1141,barang sesuai pesan respon kirim cepat bagus seller,1
1142,barang sesuai posting siip,1
1143,fungsi baik kirim respon cepat,1
1144,barang sesuai gambar kirim cepat respon seller ,1
1145,recommended seller ,1
1146,barang bagus respond cepat,1
1147,barang sesuai order respon kirim cepat,1
1148,terima kasih pak barang nay sampai,1
1149,bagusssssssssssss mksh,1
1150,pas air nailer nya gan  thanks recommended seller,1
1151,oke sip dinpake mantap,1
1152,makasih juragan,1
1153,mantab salam ningrat,1
1154,best dah best best jual yg bner best dah,1
1155,barang datang sesuai pesan packing rapi,1
1156,mantap barng oke dn cepat,1
1157,mkasih bnyak barang sesuai  harga miring kualitas baguss sekali sukses gan,1
1158,alhamdulillah paket sdh sampai respon layan cepat rekomen deh mksh bos,1
1159,barang sesuai pesan kalok tambahin bonus isi staples,1
1160,produk bagus cuma isi susah produk sesuai deskripsi langsung pakai dan mantul moga awet aja terima kasih,1
1161,terima kasih paket di terima,1
1162,gan jual isi steples nya,1
1163,barang bagus respon cepat maaf ulas lambat,1
1164,barang terima,1
1165,makasih barang dah smpai aman,1
1166,barang sampai packing rapih  terimakasih gan,1
1167,alhamdulillah barang nya sdh terima baik pesan cepat sesuai harap 1 hari proses kirim mantap,1
1168,paket saya terima baik terima kasih banyak atas layan,1
1169,barang udh nyampe gan tks sukses terus house sparepart,1
1170,barang sampai bingung cara guna krn tunjuk pakai tulis bahasa china semua,1
1171,item is ok packing and delivery speed are also prima thanks,1
1172,trima kasih sdh sy dtrima baik,1
1173,kirim cepat packing aman tp isi staples karat semua beli 2 box,1
1174,makasih juragannnnnnnnnnnnn,1
1175,sangat puaasss barang di terima baik,1
1176,terima kasih barang terima baik,1
1177,paket cepat barang sesuai dengan gambar,1
1178,makasih agan barang cepet sampai isi mulus  rekomen seller deh next order,1
1179,barang ssesuai gambar kirim cepat,1
1180,jugaaa okeeeh,1
1181,barang cepet sampai terima kasih,1
1182,isi yg karat produk sesuai gambar,1
1183,refillnya yang karat lumayan dah,1
